street_name,crime_number,load_shedding_status
PRESIDENT STEYN,0,1
BASALT,1,0
LAVA,0,0
ATLAS,9,0
CRUST,5,0
DYKE,7,0
ROCKY,1,0
LUNAR,8,0
STAR,1,0
EIGHTEENTH,1,0
QUINCY,9,0
TWENTY SEVENTH,8,0
LYNN,6,0
SEVENTEENTH,0,0
15TH,4,0
18TH,4,0
12TH,4,0
HOMBERG,8,1
KEY LINK,7,0
HELMUT,0,0
NAZARETH HOUSE,2,0
BUSBY,5,1
21ST,4,0
20TH,1,0
RENOSTERBOS,8,0
TAMBOEKIE,4,0
KIEPERSOL,3,0
BERET,1,0
OLIENHOUT,1,1
ELSWOOD,3,0
VISOR,7,0
LEONSDALE,6,0
14TH,5,0
BOATER,2,0
BOURNE,1,0
29TH,2,0
MITRE,4,1
TIARA,1,0
16TH,4,0
FEDORA,7,1
SPEKBOOM,0,1
DIADEM,6,0
CORONET,4,1
BERGBAS,0,0
MANTILLA,1,0
STETSON,8,0
SHAKO,0,0
26TH,7,0
ELSWOOD HIGH SCHOOL,7,0
ELSWOOD PRIMARY SCHOOL,4,1
LEONSDALE PRIMARY SCHOOL,5,0
JULIANA,9,0
RILEY,9,0
FESTER,7,0
BAARTMAN,4,0
CROZIER,2,0
SCEPTRE,6,0
TWENTY FIRST,9,0
TWENTY SECOND,3,0
TWENTIETH,7,0
TWENTY THIRD,7,0
TWENTY FOURTH,2,0
RACHEL,2,0
TWENTY FIFTH,1,0
BETTY,2,0
TWENTY SIXTH,0,0
MARIA,1,0
NAOMI,6,0
SHIELA,8,0
THIRTY SECOND,7,0
C L ADAMS,2,0
BALVENIE,6,0
TWENTY NINTH,5,0
TWENTY EIGHTH,2,0
ST NICHOLAS,8,0
HORIZON,2,0
SOLAR,7,0
LANDROS,6,0
URANUS,7,0
SIDDIQUE,6,0
WHITEHOUSE,1,1
RODING,9,0
CHIGWELL,3,1
SNARESBROOK,2,0
RUSHY,3,0
CELESTIAL,8,0
PLANET,1,0
COSMIC,7,0
CLAYS,5,0
BORDERS,3,0
DEBDEN,2,0
HAWKWOOD,7,0
ASH GREEN,8,0
FAIRMEAD,5,0
UPSHIRE,8,0
GIRLING,8,1
MONKWOOD,6,1
LOUGHTON,8,0
BUCKHURST,5,1
BALDWIN,3,0
AVEY,7,0
YARDLEY,4,0
GILWELL,5,1
KINGSLAND,7,0
THIRTY FIRST,2,0
THIRTIETH,8,0
BESTENBIER,2,0
ERFORT,6,0
MARTHA WILLIAMS,3,1
JS KLOPPER PRIMARY SCHOOL,4,0
THIRTY FIFTH,7,0
SHER,1,1
THIRTY SIXTH,4,1
CLARKE,6,0
BEACONSFIELD,9,0
ALPINE,2,0
CHINGFORD,5,0
COLEBROOK,5,0
CECELIA,1,0
DROMMEDARIS,1,0
HOLLOWAY,6,0
ECHO,1,0
FLACK,0,1
NERO,5,0
RETAIL,8,0
XYRIS,2,1
LEWIES,1,0
GLENPINE,4,1
ELSBURY,8,0
HOLLOW,6,0
HOLLEY,5,0
THE RANGE,4,0
TRIPPER,5,1
HEWETT,5,0
KINGHALL,3,0
MOEDERKAPPIE,7,0
BITTERBLAAR,6,0
BOXWOOD,6,0
IVORY,3,1
KERSBOOMWES,6,0
KERSBOOM,8,0
HYDRANGEA,0,0
UINTJIE,2,1
PANOSTER,3,0
GUERNSLEY,1,1
TURINGA,5,1
FONTUIN,3,0
JONAH,6,0
CHARLES GOLDING,2,0
SPRINGBOW,6,0
CARROWMORE,9,0
BOFIN,2,1
BODERA,0,0
LOWER FAURE,8,0
BELTRA,3,0
BARNA,8,0
BUNDORAN,3,0
BELACRE,1,0
KALUSTA,9,0
RATNAGIRI,4,0
GOOLAM,2,1
RAMPHAL SINGH,2,0
FERGUS,5,1
DEEL,6,0
MOY,6,0
LAUNE,4,0
CLIFFONEY,7,0
CARNEY,6,0
CULLIN,5,0
BOYLE,8,0
CONN,2,0
BALLINA,7,0
MIRACLE,0,0
VALLEI,4,0
HUSAMI,4,0
RANEE,5,0
CARINUS,4,1
RAJAH,5,0
FRANCIE VAN ZIJL,9,0
SELSDON,0,0
BRENTFORD,3,1
BEACON,9,0
VAN DER SPUY,2,0
VAN DER STEL,8,0
GLENHURST,8,0
RISSIK,9,0
VILLA RIANA,4,0
TAYLOR,6,0
ERNEST PARK,0,0
PAMAVILLE,8,1
TREDOUX,5,1
BANGALORE,1,0
PRINSLOO,6,1
VLOK,1,0
CHRISTIAANS,8,0
LINDEN - WEST,3,0
MORNAY - WEST,7,0
WILLIE VAN DER POEL,6,0
TIENIE BRITZ,3,0
ZELDA,9,0
DRUKKERY,6,1
MALHERBE,4,0
BARTEL,3,1
LINTON,9,0
OLDEN,4,0
SCHWELLA,4,0
LINUS,2,1
23RD,3,1
CONSANI,4,0
19TH,3,0
SOCONY,2,1
STARCK,4,1
JAGGER,4,0
CANYON,0,0
DOCK,2,1
RAMONE,3,0
MIDSEA,4,0
SCHOOL END,5,0
LISBOA,8,0
REIGER,6,0
BATTERSEA,5,0
DE MAAS,7,0
PRINGLE,4,1
PIETER UYS,2,1
SHILLINGE,5,0
MAIL,2,0
GERIT MARITZ,8,1
TOR,3,0
LEXI,6,1
CRATER,4,1
CAMBRIDGE LINK,1,0
KRIEBOS,5,1
HIGHWAY,3,0
PHELPS,1,1
SALBERAU,2,0
MOON,7,0
LOWER BALVENIE,8,0
COPTHALL,3,0
THIRTY THIRD,4,0
CARRIER,6,0
C.L. ADAMS,6,0
BRESLER,3,0
DU PREEZ,1,1
WEBNERS STREET PRIMARY,3,0
HENDRIK POTGIETER,9,1
BRONKHORST,8,0
COLEMAN,6,0
WARNER,1,0
BANKVIEW,4,0
KENTIA,8,0
BOUVARDIA,4,1
BERGENIA,4,0
BELLFLOWER,5,0
12 TH,3,0
TRIGGS,1,0
SUNHILL ESTATE,0,0
BOOYSEN,2,0
DE STADLER,2,0
LOCK,1,0
VISTA,2,0
WOOD,3,0
CAPRI,1,0
IBIZA,0,0
VANCOUVER,2,0
SHETLAND,2,0
HILLSIDE,3,0
LOCHIEL,2,0
FRANCOLIN,1,0
GUINEA FOWL,2,1
MASONWABE,0,0
MBEKWENI,1,0
MYEZA,3,1
KOLOBE,2,0
BOKMAKIERIE,1,0
FISH EAGLE,2,1
VANYA,2,0
NOHASHE,0,0
NDUNGANE,1,0
ZEKELO,1,0
ZENANI,2,1
BINGA,3,0
KANANA,0,0
MASEMOLA,1,0
HLATHI,1,0
DIKO,1,0
RATELKLIP,1,0
STINKWOOD,1,0
YELLOWWOOD,1,1
ROOIELS,1,0
CAPE BEECH,0,0
KERSHOUT,1,0
CHAPMANS PEAK ESTATE,2,0
AVONDRUST,1,0
NASSAU,0,0
ORANJE,2,0
VILLAGE,0,0
DRIEFONTEIN,0,0
NTHOMBENI,2,1
SILVERMINE,1,0
NOORDHOEK MAIN,2,0
PEPPER,1,0
DASSENHEUWEL,0,0
KENALI,2,0
ROSALYN,2,0
TAKE A WALK,0,0
"""TICO'S""",1,0
GENEVIEVE,2,0
BRIONY,3,0
KATZENELLENBOGEN,3,1
BUREN,2,0
LEERDAM,1,0
FRANCISCA,3,1
CARDINAL,0,0
SLEEPY HOLLOW,1,0
CHAPLIN,1,0
LINDUM,3,0
MALABAR,1,0
HOEK,0,1
HELDRAY,2,1
RUPERT,0,0
WILLOUGHBY,3,1
MILLSTONE,2,0
HURTER,2,0
WATTLE,1,0
KEURBOOM,1,0
OAK,1,0
FERN,1,0
ACACIA,2,0
BLUEGUM,1,0
CACTUS,3,0
WOLF POWER,2,0
WATER LILY,2,0
BULRUSH,3,0
LAKESHORE,0,0
SWEETWATER,1,0
ORIOLE,1,0
OLEA,3,1
SCIRPUS,2,0
ARISTEA,2,0
NONKQUBELA,2,0
NTANTALA,2,0
MASEBULELE,2,0
MYRTLE,1,0
HOUMOED,0,1
NOORDSIG,1,0
NOORDSIG 4,3,0
LEKKERWATER,1,1
NOORDSIG 2,1,0
BORDEAUX,2,0
FIRSTWIND,0,0
POKELA,3,0
VILAKAZI,2,0
SKINA,2,0
MOTHAPENG,1,0
LUNTU,1,1
CHASMAY,2,1
HASHE,3,0
DLAVUZA,3,0
NTANSISO,3,0
TAMBO,1,0
MKHONTO,1,0
LINGA,2,0
JAMAICA,2,0
CLIPPERTON,3,0
CAYENNE,2,0
JUNIPER,2,1
SYCAMORE,1,0
SANTORINI VILLAGE,0,0
JACARANDA,1,0
HOLLY,3,0
PALM,1,0
HAWTHORNE,1,0
CHESTNUT,1,0
CATALINA,0,0
SARDINIA,1,0
MAJORCA,0,0
KELVIN,0,0
MAPLE,3,0
STRANDLOPER,1,0
SUNNYDALE,1,1
RICHARD,3,0
SALLY,3,0
LANDERS,3,0
MIMOSA,2,1
ASPEN,2,0
BOEKENHOUT,3,0
JEFFERSON,2,0
WESLEY,3,0
ASH COTTAGES,0,0
BOEKENHOUT ,3,0
CORAL,2,0
WABOOM,0,0
ESSENHOUT,2,0
CARLTON,2,1
LONGBOAT,2,0
SHORT,2,0
BULLER LOUW,3,0
NORTH,3,0
PARAKEET,1,0
FLAMINK,0,1
PARTRIDGE,0,0
VINK,2,0
SEEMEEU,0,0
JAY,1,0
CHEBEC,0,0
JANGADA,1,0
OU KAAPSE,2,0
EKSTER,3,1
BLACKBIRD,2,0
CRUISER,2,1
FRIGATE,2,0
KLIPPER,3,0
CORSAIR,2,0
JACHT,2,0
CORVETTE,2,1
GENOA,1,1
CARAVEL,0,0
CORACLE,2,0
BOEIER,3,0
BARQUE,1,1
GALLEON,1,0
KAAG,0,0
MAYFLOWER,0,0
DORY,0,0
CYPRESS,2,0
DHOW,2,0
ALDER,0,1
NANDINA,3,0
GARDENIA,2,1
CHRISIRIS,3,0
ILEX,1,0
TULIP TREE,3,0
TIPUNA,0,0
FIDDLEWOOD,1,0
HAZELWOOD,1,0
LOCH VENUS,1,1
PEERS,1,1
HOU MOED,1,0
IRENE,2,0
SEBASTIAN,1,0
ADRIAN OLIVIER,2,0
SEA COTTAGE,0,0
HARMONY ESTATE,0,0
BEAU ART,2,0
CHICHESTER,0,0
AQUANAUT,0,0
GONDOLIER,3,0
YATAGHAN,2,0
BODRUM,1,0
POTOMAC,3,0
DEVON AIR,1,0
SUGARBIRD,0,0
MALACHITE,1,0
PRIVATE,1,0
CISTICOLA,3,0
SISKIN,0,1
BRIGANTINE,2,1
RICHMOND,0,0
WINCHESTER,1,1
HORSESHOE,2,0
THE LINK,3,0
HAMPTON,3,0
MAYFAIR,3,1
MANOR,2,0
BLOOMSBURY,0,0
STABLE,2,0
KENSINGTON COURT,2,0
MARLBOROUGH,1,0
WINDSOR,2,1
CROMWELL,1,1
MOUNT,1,0
KNIGHTSBRIDGE,3,0
STAFFORD,3,1
PALL MALL,1,0
REGENTS PARK,0,0
SIMONS,1,1
PADDOCK,1,0
SADDLE,2,0
JASPER,3,0
DIAMOND,2,0
EMERALD,2,0
HYDE PARK,0,0
WESTMINISTER,1,0
STIRRUP,1,0
NOORDHOEK VIEWS,1,0
ST JOHNS,0,0
RUBY,3,0
PEARL,1,0
SEA BREEZE,0,0
SEASCAPE,3,0
AMBER,0,1
OPAL,2,1
TURQUOISE,1,1
MILAGRO,1,0
OLD CAPE FARM,2,0
SAPPHIRE,1,0
QUINCE,1,0
COTTAGE,2,1
HAVEN,2,1
HIGH RIDING,0,0
KAKAPO,3,1
DE GOEDE HOOP,1,0
GERTIES,3,1
BELVEDERE,2,0
TIGER SHARK,1,1
MARLIN ,1,0
GARRICK ,3,0
GREY SHARK,3,0
BEHR,1,0
LADAN,1,0
PETER CREESE,3,1
ADDO,2,0
RIVERSANDS,1,0
BANKS,3,1
BETHEL,0,0
THE ,0,0
DELFORD,2,1
LUTTREL,0,0
RIVERSIDE MEWS,1,0
BUSHWILLOW ,1,0
QUIVER ,2,0
CARLTON MEWS,3,0
UPPER RECREATION,1,0
GLINDON,2,0
LOWER KILDARE,1,0
KINRAE,2,0
UPPER KINRAE,0,1
MERWYN,3,0
LEEPARK,3,0
UPPER KILDARE,3,0
DUNESIDE,1,0
GREENHILL,1,0
PALM GROVE,2,0
PINOAK,3,1
BEE EATER,1,0
DRONGO CLOSE,0,0
PERI,1,0
THE GLADE,2,0
ALLEYNE YELD,1,0
PASS,1,1
HARRY DE STADLER,3,0
CAP CLASSIQUE,3,0
CAIQUE,1,0
FELUCCA,1,1
MAINSAIL,1,0
MIZZEN,1,0
TRIMARAN,3,0
POLACCA,3,0
OLD KOMMETJIE,1,0
ZANDWIJK,3,0
DOMINICA,3,1
SALAMANDER HEIGHTS,1,1
WINGATE HEIGHTS,3,0
ASPEN CLOSE,1,0
GRAND BAHAMA,2,0
ROY DEWAR,3,0
TAHITI,1,0
CAYMAN,0,0
REUNION MEWS,3,0
LAS PALMAS,0,1
CONSERVATION,1,1
GLENAVON,1,1
GLENOAK,1,0
GLENALPINE,1,0
DUNEDIN,2,0
FORREST,2,0
YSELSTEIN,0,1
CLAN STEWART,0,0
GOLCONDA,1,0
CAMILLA,2,1
COCKBURN,2,1
FYNBOS RISE,2,1
UPPER DE WAAL,1,0
COTTAGE LANE,0,0
PETER CREESE ,3,1
SIMONS TOWN MAIN,0,0
OUTSPAN,3,0
CONTOUR,3,0
TERCENTENARY,2,0
GULLS,1,0
GLASS FURNACE,1,0
STEGMAN,1,0
BURNBRAE,0,1
CAITHNESS,1,0
HOPKIRK,0,0
KENMUIR,2,1
SQUIRE,1,0
BENNETTS,0,1
WHYTES,0,0
DIDO VALLEY,1,0
LOMBO,2,1
MAFUYA,2,0
REIDS,2,0
KEMPS,3,0
NDZAKAYI,2,0
FRANK BROWN,1,0
MNAPHU,0,1
LUSASENI,3,0
ALBERT THOMAS,2,0
WIESER,2,0
MASAKANE,1,0
MONKEY VALLEY RESORT,3,0
WILLOWFIELD,0,0
LEBALLO,1,0
MLOKOTI,2,0
MLOKOTHI,1,0
PICAROON,1,0
SWORD DANCER,1,0
EMMAS,2,1
KINGKLIP,1,0
CAPE SILVERSIDE,0,0
DOLPHIN SANDS,0,1
SEA BREEZE MEWS,0,0
SUNRAY,0,1
LAERSKOOL PAUL GREYLING,1,1
BAY PRIMARY SCHOOL JUNIOR CAMPUS,2,0
LADY GREY,2,0
LAVENDON,2,0
LANCELOT,3,1
FISH HOEK PRIMARY SCHOOL,3,0
DARLINGTON,3,0
THE DALE,0,0
REDROCK,2,0
CASTLEMAN,2,0
BRAKKEKLOOF ESTATE,2,0
ARTHUR WRIGHT,3,1
RISI,3,0
BARLING,2,1
BODENZEE,3,0
FALSE BAY COLLEGE,3,0
DONKIN ,0,0
GALIOT,1,1
GARDRUM,2,0
SCALA,1,0
 REIDS,0,0
SOMLOTHA,0,1
LEAFY,1,1
TRAVIS,3,0
ME ROTHMAN,15,0
REDGUM,15,0
BAOBAB,9,1
AZALIA,12,1
MUNNIK LAAS,13,0
SCHUBERT,9,0
EMILIA,7,0
OOSTERLAND,17,0
DE BUIS,5,0
BLYTHWOOD,15,0
WAGENAAR,6,0
CAMOENS,12,0
ARMENIA,14,1
DENNIA,16,0
REIGERSDAAL,1,1
NOLLOTH,15,0
MINERVA,5,0
PICASSO,4,0
FRANS HALS,1,0
HAYDN,4,1
DA VINCI,10,0
GIEL BASSON,0,0
BACH,1,0
BRAHMS,4,0
SACRAMENTO,5,0
DE LA FONTAINE,1,1
ANTIPOLIS,12,0
ROMELIA,11,0
LUSITANIA,4,0
BORGHORST,4,0
DODDINGTON,11,0
IMHOFF,17,1
MONTE VISTA,5,0
GREYVENSTEIN,16,0
ZOETENDAL,0,1
ARNISTON,8,0
DUINHOOP,1,1
WINGFIELD,3,0
PENINSULA,3,1
MONTAQUE,17,0
VASCO,15,0
WESTERWIJK,6,1
LOUWTJIE ROTHMAN,15,1
NATHAN MALLACH,16,0
SOLLY SMIEDT,9,0
JOE HATTINGH,13,0
JOE SIMON,9,0
SYFRED DOUGLAS,17,0
MANUS GERBER,6,0
NEELS BOTHMA,6,0
WILLIE FAASEN,3,0
BOTHA,12,0
SMARTT,10,0
TYGERBERG,13,0
VAN RIEBEECK,17,1
THE GREENS,4,0
NARSING,2,0
MOSSEL,12,0
JAMESON,12,0
VERSFELD,5,0
VERSVELD,6,0
ASTRA,5,0
LAKESIDE,12,0
DELLWYN,13,1
SAKABULA,5,1
CALVINIA,6,0
WILD OLIVE,2,0
MC DONALD,13,0
GERTRUDE,14,0
GOODWOOD SPORTS GROUNDS,10,0
DE REYGER,2,0
VRYBURGER,2,0
WESSEL LOURENS,8,0
KEURTJIE,8,0
FRANGIPANI,2,0
MOERDYK,13,0
AG VISSER,10,0
DF MALHERBE,8,0
C LOUIS LEIPOLDT,1,1
C.M. VAN DER HEEVER,3,0
ROHM,6,0
VAN RENSBURG,8,0
TOMSON,5,0
MONTFLEUR,7,0
ROODEKRANZ,2,0
GREENSIDE,15,1
AVIGNON,0,0
WALLACE,14,0
COGNAC,17,0
KRANSKOP,1,0
FOUNTAINS,15,0
HOLLAND,5,0
BETSIE VERWOERD,7,0
JF CILLIERS,10,1
CAREY SLATER,7,0
FITZROY,3,0
GREGORY,4,0
GOULBURN,8,0
GOODWOOD,5,0
ARGYLL,3,0
AKKER,0,0
UKHUNI,5,1
CYCAD,9,0
WITKAREE,17,0
UMTHI,7,0
GRAAF,11,0
NO NAME,6,0
SERINGA,6,1
GOURIKWA,1,0
BREDERIVIER,5,0
MASKAM,11,1
KANGO,14,0
LA ROCHELLE,14,0
SALEM,6,0
LINK WAY,11,0
BAINS,2,0
CHAVONESS,4,1
DU PLESSIS,11,0
CHAPMAN,11,0
DONKIN,0,0
AYLIFF,17,0
SAVOYE,2,0
RUNNERS,2,1
UITSOEK,16,0
FIELDVIEW,7,1
ANTON ANREITH,8,0
ARUNSIDE,5,1
DENISON,4,0
TUGWELL,17,0
LOUIS THIBAULT,14,1
ROLFONTEIN,0,1
WALDRIFT,10,0
ANNE BARNARD,12,0
HAYFIELD,9,0
COLEFORD,14,1
WIMBLEDON,10,0
LONGWOOD,11,0
GERARD,2,0
ORIBI,14,0
OVISTON,10,0
LUSENGA,7,0
KAMBERG,13,1
TROMPEN,15,0
VONDEL,8,0
COIMBRA,17,1
TIVOLI,13,0
HEADINGLY,14,0
HONNET,9,1
RESTON,13,0
STELLENHOF,9,0
KUILENHOF,0,0
WHITBURN,14,0
KROONHOOP,5,1
BRUNEL,14,0
OSBORN,2,0
FAIRMOUNTVIEW,5,0
AVONTUUR,3,1
PEGNANTO,10,0
KRONENDAL,16,1
BROWNSEA,9,1
FARMERSFIELD,5,1
WEDGEWOOD,4,0
TAPIOLA,10,0
DENHOF,1,0
DOWNES,4,0
BENTWOOD,14,0
THE PADDOCK,2,0
THE MEADOW,5,1
MURRAYFIELD,9,0
COETZENBERG,12,0
KLEINHOF,17,1
KINGSMEAD,14,0
LAROCHELLE ,2,1
TRENT VIEW,5,1
SOUTHDALE,12,0
MENLO,6,0
BUITENSORG,2,1
KEUKENDAL,8,0
OTAGO,4,0
ZANDVOORT,13,0
TRAFFORD,17,1
WEMMERSPAN,7,0
LOMBARD,5,0
BULTEN,15,1
CASTLETON,16,0
KEWRIDGE,13,0
Dâ€™ALMEIDA,9,0
HOUTMAN,1,0
HOLDEN,10,0
BUITENDAG,16,0
HUISING,0,0
SERRURIER,8,0
"""D'ALMEIDA""",8,1
SPARRMAN,13,0
JOE SIMONS,5,0
BARROW,17,0
SCHREINER,10,0
ALABAMA,16,0
UTRECHT,8,0
THUNBERG,10,0
ROTHSCHILD BOULEVARD SERVICE,4,0
BAX,11,0
KOMMANDANT J C LOTTER,10,0
GENERAL CHRIS MULLER,18,0
ROTTERDAM,14,0
ARNHEM,17,0
GENERAL SCHALK BURGER,0,0
BARACOUTA,7,0
BRAZILIA,3,0
GLANVILLE,0,0
MEERHOF,13,0
FANIE JACOBS,4,0
MILANDO,11,0
WILGEN,2,0
HOBSON,7,0
EIKEN,6,0
LANGEMERE,6,0
GROENDAL,11,0
NEWBERRY,10,1
DOORNHOF,1,0
PANORAD,14,0
FAIRBURN COLLEGE CRICKET PITCH,9,0
RIVERTON MEWS,5,0
MANFRED MANOR,17,0
CLINICAL ENGINEERING,15,0
FILIA SCHOOL,5,0
LONGMORE,1,0
RUITER,3,0
SIMONSBERG MEWS,15,0
BATHHURST,8,0
ROCKVIEW DAM,3,0
LITTLE BROOK,4,0
"""SIR LOWRY'S PASS VIEWPOINT SERVICE""",11,0
FAURE MARINE,0,0
BLUSHING BRIDE,19,0
STEENBRAS DAM,3,0
SUIKERBOSSIE,8,0
UPPER WATT,14,0
HAHN,19,0
JANNIE STORM,14,0
BELL AIR,14,1
ULEX,15,0
BUCCANEER,23,0
SHANGHAI,21,0
WILDEBOOM,25,0
SOMERLUST,15,0
BAY CLOSE,26,0
BREDELL,18,0
RENDEZVOUS PLACE,2,0
RONA,15,0
MOUNTAINSIDE,10,0
"""CLOUD'S END""",15,0
SPICATUS,25,0
DENNEHOFRY,23,0
BOLUSII,18,0
AMARYLLIS 30,4,0
BULBINE,9,0
LUNA,18,0
COLLINS,18,0
SPATALLA,10,0
BAYWATCH TERRACES,12,0
GRANDISEPS,4,0
PODALYRIA,25,0
ALDRIN,14,0
SIDING,12,0
CILLIERS,2,0
BREAKWATER MEWS,19,0
GORDONIA,6,0
COOMBE,3,0
JOSEPH,10,1
BOTTERBLOM,5,0
PEPERBOS,9,0
DONELL,10,0
DUNLIN,10,0
JOSEPH ,3,0
FAYKER,9,0
BURNLY,3,0
BLOU,2,0
CERISE,7,0
LOURIE,9,0
BERNARD,1,0
MARION,3,0
NAMAQUA,3,0
MARITZ,2,1
PRINCE CHARLES,4,1
ANDREW,6,1
CORLIE,8,0
MONTY,9,0
DIRKIE UYS,4,1
WOLMARANS,5,1
STEYN,5,0
BERZIG,9,0
PRETORIUS,2,0
BAARTMANS,8,0
WOODLEY,10,1
MILFORD,3,0
EVREMONDE,4,0
CHURCHILL,0,1
PRINCE WILLIAM,8,0
PRINCE HENRY,5,1
KINGSWAY,5,1
ATTLEE,5,0
SUTTON,2,0
NINTH,9,0
HYDE,10,0
LIME,4,0
WALMER,3,1
PRINCESS ROYAL,6,0
ERIC VILJOEN,1,0
BUSH,3,0
PARKWOOD,2,0
BLACKBIRD WEST,8,1
HOOSAIN PARKER,3,0
PARKERS,3,0
ABDULLA MOOSA,7,0
PARKSIDE,5,0
PERS,11,1
MAROON,8,0
GLEN,9,0
TAHIR,10,0
ST CHARLES,5,0
HECTOR,1,0
LAKE,6,0
ACASIA,6,0
LARK,0,0
MOSSIE,5,0
ORIELE,1,0
HELENA,8,0
CAROLA,2,0
JOANNE,4,0
GRACE,6,0
MONTAGUS GIFT,0,0
STINT,8,0
CUCKOO,9,0
DUCK,3,0
HAWK,4,0
QUAIL,5,0
ANITA,9,0
ALICE,6,0
EDNA,10,0
CYNTHIA,8,0
DOREEN,10,0
WEST,5,0
FLOWER,8,1
DELIA,8,0
OLYMPIC,2,1
FOWZIA,2,0
FREDA,1,0
KAREN,7,0
JOANNA,1,0
LINDA,6,0
FARM,6,0
CENTRE,9,1
SOUTH,9,0
WINTER,2,0
AUTUMN,8,1
DE WET,2,0
AARON,9,0
SPRING,4,0
ANTON,8,0
BRUCE,8,0
ADRIAN,4,0
CARISSA,4,0
GAZANIA,9,0
VYGIE,6,0
NEMESIA,3,0
TECOMARIA,4,0
CARROL,2,0
DAVID,8,1
WOODDALE,5,0
WATSONIA,5,0
PLUMBAGO,9,0
ANDERSEN,7,0
WOODBURY,2,0
WHIMPLE,4,1
CAMFRE VILLAGE ,9,0
CAVALRY,9,0
MINISTREL,10,0
BERYL,1,0
VLAMBOOM,9,0
COLUMBINE,7,0
SERISSA,3,0
WALNUT,6,0
LINDEN,3,0
AZANA,2,0
KORAAL,6,0
TRISTANIA,8,0
CASSIA,4,0
ELDER,3,0
TEREMAIN,6,0
VLEIRLAAN VLIER,5,0
PLANTATION,5,0
PANTON,8,0
FAIRWAY,0,0
KERRY,6,0
GARY,4,0
GOLF,6,0
WEDGE,2,1
BRIDGE,5,0
TYNEMOUTH,3,0
DICK BURTON,10,0
MEDWAY,2,0
BASIL,3,0
PRINCE GEORGE DRIVE SERVICE,10,0
SOUTHFIELD,9,0
KINSALE,6,1
KARG,9,1
CHRIS BARRY,8,1
MILES,9,0
NOBLE,3,1
ZULPHA,0,0
LITTLEWOOD,10,0
NEW OTTERY,3,0
BEECHWOOD,10,0
LOUIS,8,1
WEGNER,0,0
CASPER,9,0
FRITZ,10,0
MUREDA,2,0
BRANDT,1,1
READ,2,0
PADDY,9,0
KNOLE PARK,1,0
ISAAC,9,0
IVAN,7,1
ERIC,0,0
MARIUS,7,1
KEVIN,10,0
LUTHER,9,0
KEITH,3,0
NEIL,5,0
KOAN,4,0
SCHAAP,4,1
FARMFIELD,8,0
MIDDLE,3,0
SCHAAPKRAAL,4,0
BEAK,8,0
MOLLYMAWK,1,0
BUTCHERBIRD,9,1
CROSSBILL,0,0
BLUEBIRD,7,0
FLOWERPECKER,7,0
FANTAIL,6,0
VANGA,8,0
THORNBILL,4,0
JACAMAR,8,0
PEPPERSHRIKE,2,0
WHITE-EYE,1,0
PALMCHAT,4,0
TROGON,9,0
GOLDFINCH,6,0
FROGMOUTH,7,0
BABBLER,2,0
BAYWING,9,0
SANDGROUSE,9,0
FIGBIRD,0,0
TROPICBIRD,4,0
LYREBIRD,8,0
SHOEBILL,7,0
HAMMERHEAD,2,0
UMBRELLABIRD,11,0
VERDIN,10,1
OXPECKER,3,0
KAGU,8,1
THORNBIRD,9,0
OSTRICH,1,0
ROADRUNNER,0,1
GRASSQUIT,4,0
LORIKEET,3,0
TRUMPETER,5,1
PUFFIN,9,0
FAIRY-WREN,5,0
MANAKIN,7,0
HERMIT,1,0
TODY,1,1
GUINEAFOWL,2,0
MALEO,11,1
SEEDSNIPE,0,0
DIPPER,10,1
ANTSHRIKE,5,0
RAIL,3,1
PITTA,5,0
CARACARA,6,0
TURACO,1,0
DODO,8,0
BULBUL,9,0
GYRFALCON,5,0
BOWERBIRD,1,0
SUNBITTERN,2,0
LOGRUNNER,8,0
WHISTLER,4,1
SILICA ,2,0
SHUKOOR HOOSAIN,1,0
PAIGE,8,0
JUDY,10,0
HAROON,10,0
PRINIA,7,0
MISTLETOE,8,0
DOLLARBIRD,7,1
CATBIRD,10,0
WOODSWALLOW,7,0
BROADBILL,6,0
VIREO,5,0
YUNUS,8,0
FALDIELAH,10,0
SHOVELLER,0,0
REDSHANK,2,0
WHIMBRELL,7,0
AARON ,3,0
WHYDAH,9,1
THEMBELIHLE,5,1
CASSIEM,7,0
LONGWAY,9,0
KUMUA,10,0
SHAMEEZ,6,0
SUNBIRD LINK,9,0
BARWING,5,0
WAXWING,8,0
BERRYPECKER,7,0
KILLDEER,2,0
BOTTOM,1,0
LAST,9,0
"""FISHERSMAN'S""",10,1
CRAKE,2,0
DICK,2,0
AURIEL,9,0
PATRICK,6,0
CARA-CARA,8,1
CANDELABRA,7,0
GOOSE,4,0
VULTURE,8,1
STRANDFONEIN,3,1
SILJEUR,7,0
BEATRICE,8,0
BUSHBUCK,3,0
ROD,7,0
TSESSEBE,9,0
CONRAD,7,0
DEREK,7,0
DENNIS,7,0
PRUDENCE,6,0
ZEEKOE,3,0
PERIVALE,11,0
BROOKFORD,2,1
MORVEN,5,0
ZAROBI,3,0
WEYBURN,0,1
DALBY,5,0
BOATARD,10,1
HESS,8,1
HENLEY,5,0
ERNEST CURRY,7,0
RICHARD LAKEY,1,0
NEST,1,0
FINN,9,0
BOSUN,3,0
YAWL,6,0
WATERCRESS,5,0
WOODROW,7,0
ANGLER,10,0
EASTBANK,1,0
FLIGHT,6,0
KOLIA,2,0
BOAT,6,1
ALEX,6,0
